GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,23.54458,23.5 [19.4-28.1],19.39961,28.09578
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,76.35119,76.4 [69.2-84.1],69.17301,84.06534
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09582,0.1,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1958,1958,1958,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,138.41096,138.4 [118.3-161.1],118.33944,161.14158
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,190.27865,190.3 [178.9-202.5],178.85951,202.48044
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,71.10395,71.1 [64.1-78.8],64.13452,78.78762
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.04392,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,94.62379,94.6,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.60684,1.6,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,36011.0,36 011 [32 070-40 099],32070.0,40099.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,11338.0,11 338 [9130-13 809],9130.0,13809.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,86.56834,86.6,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05144,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,22.21317,22.2 [18.6-26.4],18.57106,26.36446
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,16.30837,16.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,7.45731,7.5,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2662.0,2662 [1538-3848],1538.0,3848.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,33801.0,33 801 [28 392-40 203],28392.0,40203.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,11182.0,11 182 [8710-13 815],8710.0,13815.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,107.17881,107.2 [100.5-114.4],100.54576,114.39704
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11395,0.1,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1998,1998,1998,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,46436.0,46 436 [43 488-49 355],43488.0,49355.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,31.17157,31.2 [22.2-43.9],22.1507,43.90143
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1998,1998,1998,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,157.61649,157.6 [145.3-170.5],145.30506,170.46899
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,88467.0,88 467 [83 077-94 390],83077.0,94390.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,7267.0,7267 [5733-8872],5733.0,8872.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.07794,0.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,61.25718,61.3 [53.2-70.8],53.15335,70.7775
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,44.49218,44.5 [40.7-48.5],40.749,48.54899
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1978,1978,1978,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,126679.0,126 679 [117 140-137 253],117140.0,137253.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2017,2017,2017,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,51793.0,51 793 [42 319-63 691],42319.0,63691.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01032,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,32914.0,32 914 [29 812-36 222],29812.0,36222.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1975,1975,1975,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,122.9742,123.0 [112.1-134.9],112.05603,134.89332
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,18916.0,18 916 [16 600-21 520],16600.0,21520.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,40.12564,40.1 [33.7-47.8],33.72795,47.79817
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,42.27706,42.3 [27.2-65.3],27.19511,65.3436
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,11419.0,11 419 [9321-13 793],9321.0,13793.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.29591,2.3,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1987,1987,1987,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,144913.0,144 913 [136 070-154 078],136070.0,154078.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,5381.07646,5381.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,6.73895,6.7,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,5801.43035,5801.4,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,112725.0,112 725 [104 787-121 280],104787.0,121280.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,9.15573,9.2 [4.6-13.8],4.64805,13.84561
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,16493.0,16 493 [14 199-19 128],14199.0,19128.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,48687.0,48 687 [45 450-52 034],45450.0,52034.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1992,1992,1992,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,21.60113,21.6 [17.9-26.0],17.85275,26.02595
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,26.2102,26.2,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,18.81637,18.8 [13.1-26.1],13.08549,26.09683
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,88.18857,88.2 [79.0-98.2],79.0107,98.20778
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.26918,0.3,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1960,1960,1960,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,223.28019,223.3 [195.1-256.3],195.07033,256.29188
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,30973.61388,30 974,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1974,1974,1974,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,120.44862,120.4 [109.3-132.9],109.28668,132.90434
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,13.40143,13.4 [9.6-18.5],9.58661,18.48253
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.44489,3.4,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,18287.04889,18 287,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,3966.96661,3967.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,5208.9781,5209,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,24.53264,24.5 [16.0-37.1],15.97185,37.1359
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,4143.23234,4143,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,90.94489,90.9 [84.6-97.7],84.58606,97.66724
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1990,1990,1990,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,182.79574,182.8 [172.0-194.3],172.01529,194.34027
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,35536.0,35 536 [32 019-39 222],32019.0,39222.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,117.3791,117.4 [105.7-129.8],105.67169,129.78017
